JENIS,NOFAKTUR,TGL,NOSO,TUTUPSO,JATUHTEMPO,KODECUSTOMER,NAMACUSTOMER,ALAMATCUSTOMER,KODESALESMAN,NAMASALESMAN,KODEGUDANG,NAMAGUDANG,KODEBARANG,NAMABARANG,QTY,HARGAJUAL,SATUANKECIL,PDISCOUNTITEM,PDISCOUNTITEM2,PDISCOUNTITEM3,DISCOUNTITEM,NETTO,KETERANGAN,KODESUPLIER,NAMASUPLIER
JUAL,262.000.616,11/05/2026 0:00,2605110246,T,,M.104,DEPO KUNINGAN,,M,UMUM,1,GUDANG BAIK,2104175,Wiratex Wall Paint 834 Warm Gr 5KG,2.00,"93,000.00",GL,10.00,10.00,2.00,"38,353.20","147,646.80",PO26050041 KIOS 60,1,"INDOWIRA, PT"
JUAL,262.000.616,11/05/2026 0:00,2605110246,T,,M.104,DEPO KUNINGAN,,M,UMUM,1,GUDANG BAIK,2200166,Kingkong Wall paint Black 4.5KG,2.00,"84,000.00",GLN,10.00,10.00,2.00,"34,641.60","133,358.40",PO26050041 KIOS 60,1,"INDOWIRA, PT"
JUAL,262.000.616,11/05/2026 0:00,2605110246,T,,M.104,DEPO KUNINGAN,,M,UMUM,1,GUDANG BAIK,2200331,Kingkong Wall Paint 116 Orchid 4.5KG,2.00,"84,000.00",GLN,10.00,10.00,2.00,"34,641.60","133,358.40",PO26050041 KIOS 60,1,"INDOWIRA, PT"
JUAL,262.000.616,11/05/2026 0:00,2605110246,T,,M.104,DEPO KUNINGAN,,M,UMUM,1,GUDANG BAIK,2200250,Kingkong Wall Paint 124 Blue La 4.5KG,2.00,"84,000.00",GLN,10.00,10.00,2.00,"34,641.60","133,358.40",PO26050041 KIOS 60,1,"INDOWIRA, PT"
JUAL,262.000.617,11/05/2026 0:00,2605110247,T,,M.104,DEPO KUNINGAN,,M,UMUM,1,GUDANG BAIK,2102061,Meiji Zinc Chromate Primer  1 KG,6.00,"57,500.00",KL,10.00,10.00,2.00,"71,139.00","273,861.00",PO26050036 BUDI AGUNG,1,"INDOWIRA, PT"
JUAL,262.000.618,11/05/2026 0:00,2605110249,T,,N.970,CIMENTENG MOTOR,JL.ARIA WIRATANU DATAR CIANJUR,13,BU RINI,1,GUDANG BAIK,2102178,Mascot Wall Paint Super White 5 KG,1.00,0.00,GLN,0.00,0.00,0.00,0.00,0.00,U/SAMPLE,1,"INDOWIRA, PT"
JUAL,262.000.619,11/05/2026 0:00,2605080215,T,,H.733C,SUMBER USAHA,GUNUNG PUTRI,H,YANSENG,1,GUDANG BAIK,2104937,Bonus Kuas,12.00,0.00,PCS,0.00,0.00,0.00,0.00,0.00,,1,"INDOWIRA, PT"
JUAL,261.005.435,12/05/2026 0:00,2605120271,T,,L.125,TSJ AUTO,TRS.BUAH BATU NO.32,L,RUDI *,1,GUDANG BAIK,2105139,DALTONE CLEAR COAT HS8021 1.5LTS,1.00,"220,000.00",KL,10.00,0.00,0.00,"22,000.00","198,000.00",,1,"INDOWIRA, PT"
JUAL,261.005.436,12/05/2026 0:00,2605110264,T,,G.519,TB.CAHAYA FAMILY,JL.KOLMAS GG.SARI LAKSANA NO.4 PARONGPON,G,JULIANTO,1,GUDANG BAIK,2104184,Wiratex Wall Paint 849 5KG,4.00,"93,000.00",GL,7.50,0.00,0.00,"27,900.00","344,100.00",,1,"INDOWIRA, PT"
JUAL,261.005.436,12/05/2026 0:00,2605110264,T,,G.519,TB.CAHAYA FAMILY,JL.KOLMAS GG.SARI LAKSANA NO.4 PARONGPON,G,JULIANTO,1,GUDANG BAIK,2104186,Wiratex Wall paint 851 5KG,4.00,"93,000.00",GL,7.50,0.00,0.00,"27,900.00","344,100.00",,1,"INDOWIRA, PT"
JUAL,261.005.436,12/05/2026 0:00,2605110264,T,,G.519,TB.CAHAYA FAMILY,JL.KOLMAS GG.SARI LAKSANA NO.4 PARONGPON,G,JULIANTO,1,GUDANG BAIK,2104164,Wiratex Wall Paint 822 Palazo 5KG,4.00,"93,000.00",GL,7.50,0.00,0.00,"27,900.00","344,100.00",,1,"INDOWIRA, PT"
JUAL,261.005.436,12/05/2026 0:00,2605110264,T,,G.519,TB.CAHAYA FAMILY,JL.KOLMAS GG.SARI LAKSANA NO.4 PARONGPON,G,JULIANTO,1,GUDANG BAIK,2104163,Wiratex Wall Paint 820 Apple W 5KG,4.00,"93,000.00",GL,7.50,0.00,0.00,"27,900.00","344,100.00",,1,"INDOWIRA, PT"
JUAL,261.005.436,12/05/2026 0:00,2605110264,T,,G.519,TB.CAHAYA FAMILY,JL.KOLMAS GG.SARI LAKSANA NO.4 PARONGPON,G,JULIANTO,1,GUDANG BAIK,2104171,Wiratex Wall Paint 830 Blue Be 5KG,4.00,"93,000.00",GL,7.50,0.00,0.00,"27,900.00","344,100.00",,1,"INDOWIRA, PT"
JUAL,261.005.436,12/05/2026 0:00,2605110264,T,,G.519,TB.CAHAYA FAMILY,JL.KOLMAS GG.SARI LAKSANA NO.4 PARONGPON,G,JULIANTO,1,GUDANG BAIK,2104180,Wiratex Wall Paint 845 River S 5KG,4.00,"93,000.00",GL,7.50,0.00,0.00,"27,900.00","344,100.00",,1,"INDOWIRA, PT"
JUAL,261.005.436,12/05/2026 0:00,2605110264,T,,G.519,TB.CAHAYA FAMILY,JL.KOLMAS GG.SARI LAKSANA NO.4 PARONGPON,G,JULIANTO,1,GUDANG BAIK,2104191,Wiratex Wall Paint Putih Salju 5KG,20.00,"93,000.00",GL,7.50,0.00,0.00,"139,500.00","1,720,500.00",,1,"INDOWIRA, PT"
JUAL,261.005.436,12/05/2026 0:00,2605110264,T,,G.519,TB.CAHAYA FAMILY,JL.KOLMAS GG.SARI LAKSANA NO.4 PARONGPON,G,JULIANTO,1,GUDANG BAIK,2104192,Wiratex Wall Paint Super White 5KG,20.00,"93,000.00",GL,7.50,0.00,0.00,"139,500.00","1,720,500.00",,1,"INDOWIRA, PT"
JUAL,261.005.436,12/05/2026 0:00,2605110264,T,,G.519,TB.CAHAYA FAMILY,JL.KOLMAS GG.SARI LAKSANA NO.4 PARONGPON,G,JULIANTO,1,GUDANG BAIK,2104113,Wiratex Wall Paint 806 Cream 25 KG,1.00,"435,000.00",PL,7.50,0.00,0.00,"32,625.00","402,375.00",,1,"INDOWIRA, PT"
JUAL,261.005.436,12/05/2026 0:00,2605110264,T,,G.519,TB.CAHAYA FAMILY,JL.KOLMAS GG.SARI LAKSANA NO.4 PARONGPON,G,JULIANTO,1,GUDANG BAIK,2104147,Wiratex Wall Paint Putih Salju 25 KG,5.00,"435,000.00",PL,7.50,0.00,0.00,"163,125.00","2,011,875.00",,1,"INDOWIRA, PT"
JUAL,261.005.436,12/05/2026 0:00,2605110264,T,,G.519,TB.CAHAYA FAMILY,JL.KOLMAS GG.SARI LAKSANA NO.4 PARONGPON,G,JULIANTO,1,GUDANG BAIK,2104148,Wiratex Wall Paint Super White 25 KG,5.00,"435,000.00",PL,7.50,0.00,0.00,"163,125.00","2,011,875.00",,1,"INDOWIRA, PT"
JUAL,261.005.437,12/05/2026 0:00,2605110260,T,,J.611,SINAR WARNA,MOH TOHA 250C,L,RUDI *,1,GUDANG BAIK,2100049,Adler Polyester Putty 3002  1 KG SET,48.00,"72,000.00",KL,10.00,0.00,0.00,"345,600.00","3,110,400.00",,1,"INDOWIRA, PT"
JUAL,261.005.438,12/05/2026 0:00,2605110259,T,,N.136,CAPRIFARMINDO,JL.PURNAWARMAN NO.47,13,BU RINI,1,GUDANG BAIK,2102076,Meiji Zinc Chromate Primer  5 KG,2.00,"258,000.00",GLN,7.50,0.00,0.00,"38,700.00","477,300.00",U/P.NASRUL HIDAYAT,1,"INDOWIRA, PT"
JUAL,261.005.439,12/05/2026 0:00,2605120273,T,,N.666,PT.ALMEGA JAYA,JL.SEKEKUKUMBUNG 77,13,BU RINI,1,GUDANG BAIK,2101915,Meiji Epoxy Filler  1 LTR SET,10.00,"93,000.00",KL,0.00,0.00,0.00,0.00,"930,000.00",,1,"INDOWIRA, PT"
JUAL,261.005.440,12/05/2026 0:00,2605080204,T,,K.405,MAESTRO LAMP,JL.SASTRA NO.3,L,RUDI *,1,GUDANG BAIK,2101363,Crystal Coat Candytone Copper 1Lts,2.00,"700,000.00",KL,10.00,0.00,0.00,"140,000.00","1,260,000.00",,1,"INDOWIRA, PT"
JUAL,261.005.441,12/05/2026 0:00,2605040028,T,,R.571,PERUM BUMI CITRA INDAH 4,CIPATIK,R,SIMON QIRENE,1,GUDANG BAIK,2102109,Mascot Wall Paint Super White 200 KG,2.00,"1,620,000.00",DRM,0.00,0.00,0.00,0.00,"3,240,000.00",,1,"INDOWIRA, PT"
JUAL,261.005.442,12/05/2026 0:00,2605060115,T,,R.571,PERUM BUMI CITRA INDAH 4,CIPATIK,R,SIMON QIRENE,1,GUDANG BAIK,2105145,SHINTEX WALL PAINT 999 ADINDA 200KG,5.00,"3,172,500.00",DRUM,0.00,0.00,0.00,0.00,"15,862,500.00",,1,"INDOWIRA, PT"
JUAL,261.005.443,12/05/2026 0:00,2605110241,T,,D.507,INTI LOGAM,PASAR ATAS 38,U,GANIS,1,GUDANG BAIK,2101915,Meiji Epoxy Filler  1 LTR SET,12.00,"93,000.00",KL,7.50,0.00,0.00,"83,700.00","1,032,300.00",,1,"INDOWIRA, PT"
JUAL,261.005.443,12/05/2026 0:00,2605110241,T,,D.507,INTI LOGAM,PASAR ATAS 38,U,GANIS,1,GUDANG BAIK,2101917,Meiji Epoxy Filler White 1 LTR SET,12.00,"93,000.00",KL,7.50,0.00,0.00,"83,700.00","1,032,300.00",,1,"INDOWIRA, PT"
JUAL,261.005.444,12/05/2026 0:00,2605110252,T,,J.511,YANTO/ADIKREASI,JL.CIHANJUANG 253,J,FRANSISKUS,1,GUDANG BAIK,2102837,Petalac 2K PU Hardener Normal  200CC,1.00,"67,710.00",KL,10.00,0.00,0.00,"6,771.00","60,939.00",,1,"INDOWIRA, PT"
JUAL,261.005.444,12/05/2026 0:00,2605110252,T,,J.511,YANTO/ADIKREASI,JL.CIHANJUANG 253,J,FRANSISKUS,1,GUDANG BAIK,2200046,Petalac 2K PU Clear Gloss Base 0.8LT,1.00,"133,200.00",KL,10.00,0.00,0.00,"13,320.00","119,880.00",,1,"INDOWIRA, PT"
JUAL,261.005.444,12/05/2026 0:00,2605110252,T,,J.511,YANTO/ADIKREASI,JL.CIHANJUANG 253,J,FRANSISKUS,1,GUDANG BAIK,2102840,Petalac 2K PU Hardener Special  200 CC,1.00,"67,710.00",KL,10.00,0.00,0.00,"6,771.00","60,939.00",,1,"INDOWIRA, PT"
JUAL,261.005.444,12/05/2026 0:00,2605110252,T,,J.511,YANTO/ADIKREASI,JL.CIHANJUANG 253,J,FRANSISKUS,1,GUDANG BAIK,2200050,"Petalac 2K PU Clear Matt MV3 Base 0,8Lt",1.00,"138,750.00",KL,10.00,0.00,0.00,"13,875.00","124,875.00",,1,"INDOWIRA, PT"
JUAL,261.005.445,12/05/2026 0:00,2605080218,T,,L.428,DERISYA INTERIOR U/P.UJANG RUS,KAMP.CUKANG KAWUNG NO.33 DS.PAKUHAJI NGAMPRAH KETUA RT.04/05,L,RUDI *,1,GUDANG BAIK,2102837,Petalac 2K PU Hardener Normal  200CC,17.00,"61,000.00",KL,10.00,0.00,0.00,"103,700.00","933,300.00",,1,"INDOWIRA, PT"
JUAL,261.005.445,12/05/2026 0:00,2605080218,T,,L.428,DERISYA INTERIOR U/P.UJANG RUS,KAMP.CUKANG KAWUNG NO.33 DS.PAKUHAJI NGAMPRAH KETUA RT.04/05,L,RUDI *,1,GUDANG BAIK,2600089,Petalac 2K PU CO Base DX Stone Harbor Matt 0.8L,17.00,"160,000.00",KL,10.00,0.00,0.00,"272,000.00","2,448,000.00",,1,"INDOWIRA, PT"
JUAL,261.005.445,12/05/2026 0:00,2.605.080.218,T,,L.428,DERISYA INTERIOR U/P.UJANG RUS,KAMP.CUKANG KAWUNG NO.33 DS.PAKUHAJI NGAMPRAH KETUA RT.04/05,L,RUDI *,1,GUDANG BAIK,2103148,Petalac Thinner PU  20 LTR,1.00,"1,084,500.00",JRG,0.00,0.00,0.00,0.00,"1,084,500.00",,1,"INDOWIRA, PT"
JUAL,261.005.446,12/05/2026 0:00,2605080188,T,,L.428,DERISYA INTERIOR U/P.UJANG RUS,KAMP.CUKANG KAWUNG NO.33 DS.PAKUHAJI NGAMPRAH KETUA RT.04/05,L,RUDI *,1,GUDANG BAIK,2102837,Petalac 2K PU Hardener Normal  200CC,10.00,"61,000.00",KL,10.00,0.00,0.00,"61,000.00","549,000.00",,1,"INDOWIRA, PT"
JUAL,261.005.446,12/05/2026 0:00,2605080188,T,,L.428,DERISYA INTERIOR U/P.UJANG RUS,KAMP.CUKANG KAWUNG NO.33 DS.PAKUHAJI NGAMPRAH KETUA RT.04/05,L,RUDI *,1,GUDANG BAIK,2200178,Petalac 2K PU Colour Special White Satin Base 0.8L,10.00,"148,000.00",KL,10.00,0.00,0.00,"148,000.00","1,332,000.00",,1,"INDOWIRA, PT"
JUAL,261.005.447,12/05/2026 0:00,2605120272,T,,N.663,PT.MAHA MEGA JAYA,JL.PEMUDA CIJATI MAJALENGKA,13,BU RINI,1,GUDANG BAIK,2103519,Petalux Wall Paint 608 Butter 25 KG,1.00,"800,000.00",PL,0.00,0.00,0.00,0.00,"800,000.00",K/ALMEGA JAYA,1,"INDOWIRA, PT"
JUAL,261.005.448,12/05/2026 0:00,2.605.080.205,T,,C.506,INDAH,KALIPAH APO 96,Y,KEN - Y,1,GUDANG BAIK,2104075,Tawon Kembang Meni Kayu & Besi  4.5 KG,4.00,"220,000.00",GLN,7.50,0.00,0.00,"66,000.00","814,000.00",,1,"INDOWIRA, PT"
JUAL,261.005.449,12/05/2026 0:00,2605060116,T,,K.527,PT.AKD,SADANG,14,DEPO BANDUNG,1,GUDANG BAIK,2600045,Petalac 2K PU CO Base White On White 0.8LT,18.00,"155,000.00",KL,10.00,0.00,0.00,"279,000.00","2,511,000.00",,1,"INDOWIRA, PT"
JUAL,261.005.450,12/05/2026 0:00,2605110254,T,,K.527,PT.AKD,SADANG,14,DEPO BANDUNG,1,GUDANG BAIK,2102837,Petalac 2K PU Hardener Normal  200CC,6.00,"61,000.00",KL,10.00,0.00,0.00,"36,600.00","329,400.00",,1,"INDOWIRA, PT"
JUAL,261.005.450,12/05/2026 0:00,2605110254,T,,K.527,PT.AKD,SADANG,14,DEPO BANDUNG,1,GUDANG BAIK,2100049,Adler Polyester Putty 3002  1 KG SET,60.00,"72,000.00",KL,10.00,0.00,0.00,"432,000.00","3,888,000.00",,1,"INDOWIRA, PT"
JUAL,261.005.450,12/05/2026 0:00,2605110254,T,,K.527,PT.AKD,SADANG,14,DEPO BANDUNG,1,GUDANG BAIK,2200071,Petalac 2K PU Colour P.002 Black Base 0.8Lt,6.00,"140,000.00",KL,10.00,0.00,0.00,"84,000.00","756,000.00",,1,"INDOWIRA, PT"
JUAL,261.005.451,12/05/2026 0:00,2605080199,T,,N.100,PROYEK BU RINI,,13,BU RINI,1,GUDANG BAIK,2103700,Petalux Wall Paint 643 Irish W 5KG,1.00,"168,000.00",GLN,5.00,0.00,0.00,"8,400.00","159,600.00",BU NOVI / FAJAR INDAH,1,"INDOWIRA, PT"
JUAL,261.005.452,12/05/2026 0:00,2605070169,T,,N.790,PADI HIJAU BUANA,GUDANG 5 PATARUMAN,14,DEPO BANDUNG,1,GUDANG BAIK,2600088,Attaboy Weatherguard CM11268 IW Orange PHB 20LT,3.00,"4,083,000.00",PAIL,10.00,10.00,10.00,"3,319,479.00","8,929,521.00",,1,"INDOWIRA, PT"
JUAL,261.005.452,12/05/2026 0:00,2605070169,T,,N.790,PADI HIJAU BUANA,GUDANG 5 PATARUMAN,14,DEPO BANDUNG,1,GUDANG BAIK,2100933,Attaboy Weatherguard NCS S3560-R90B,4.00,"2,817,000.00",PL,10.00,10.00,10.00,"3,053,628.00","8,214,372.00",,1,"INDOWIRA, PT"
JUAL,261.005.452,12/05/2026 0:00,2605070169,T,,N.790,PADI HIJAU BUANA,GUDANG 5 PATARUMAN,14,DEPO BANDUNG,1,GUDANG BAIK,2105310,ATTABOY WEATHERGUARD NCS S 4500N 20LT,5.00,"2,535,000.00",PL,10.00,10.00,10.00,"3,434,925.00","9,240,075.00",,1,"INDOWIRA, PT"
JUAL,261.005.459,12/05/2026 0:00,2605050075,T,,D.211,KARYA AGUNG,LEUWIGAJAH 55,G,JULIANTO,1,GUDANG BAIK,2102066,Meiji Zinc Chromate Primer  20 KG,1.00,"962,000.00",PL,7.50,0.00,0.00,"72,150.00","889,850.00",,1,"INDOWIRA, PT"
JUAL,261.005.460,12/05/2026 0:00,2605050092,T,,N.136,CAPRIFARMINDO,JL.PURNAWARMAN NO.47,13,BU RINI,1,GUDANG BAIK,2600085,SHINTEX SYNTETIX ENAMEL 102 LIGHT GREY 20LT,3.00,"1,450,000.00",PAIL,0.00,0.00,0.00,0.00,"4,350,000.00",U/P.BUKHORI,1,"INDOWIRA, PT"
JUAL,261.005.461,12/05/2026 0:00,2605050092,T,,N.136,CAPRIFARMINDO,JL.PURNAWARMAN NO.47,13,BU RINI,1,GUDANG BAIK,2600085,SHINTEX SYNTETIX ENAMEL 102 LIGHT GREY 20LT,3.00,"1,450,000.00",PAIL,0.00,0.00,0.00,0.00,"4,350,000.00",U/P.BUKHORI,1,"INDOWIRA, PT"
JUAL,261.005.462,12/05/2026 0:00,2605120276,T,,J.100,INDUSTRI/FRANSISKUS,,J,FRANSISKUS,1,GUDANG BAIK,2103735,Petalux Wall Paint Putih hemat 06 5KG,1.00,"168,000.00",GLN,0.00,0.00,0.00,0.00,"168,000.00",CAFE MIMITI - JLCILIWUNG,1,"INDOWIRA, PT"
JUAL,261.005.463,12/05/2026 0:00,2605040062,T,,GB.50,TB.AFIYAT II,JL.RAYA BOJONG SAWIT PURWAKARTA 026-7015426,G,JULIANTO,1,GUDANG BAIK,2100011,AlFa Polyester Putty  3KG,24.00,"120,000.00",GLN,5.00,0.00,0.00,"144,000.00","2,736,000.00",,1,"INDOWIRA, PT"
JUAL,261.005.464,12/05/2026 0:00,2605110263,T,,GB.23,TB.SKJ,JL.RAYA CITALANG TEGAL WARU PLERED PWK,G,JULIANTO,1,GUDANG BAIK,2100011,AlFa Polyester Putty  3KG,36.00,"120,000.00",GLN,5.00,0.00,0.00,"216,000.00","4,104,000.00",,1,"INDOWIRA, PT"
JUAL,261.005.465,12/05/2026 0:00,2605110250,T,,G.111,BARAYA,PLERED,G,JULIANTO,1,GUDANG BAIK,2100011,AlFa Polyester Putty  3KG,30.00,"120,000.00",GLN,5.00,0.00,0.00,"180,000.00","3,420,000.00",.,1,"INDOWIRA, PT"
JUAL,261.005.467,12/05/2026 0:00,2605110261,T,,H.733D,SUMBER USAHA,KARAWANG TIMUR,H,YANSENG,1,GUDANG BAIK,2102076,Meiji Zinc Chromate Primer  5 KG,16.00,"258,000.00",GLN,7.50,0.00,0.00,"309,600.00","3,818,400.00",,1,"INDOWIRA, PT"
JUAL,261.005.467,12/05/2026 0:00,2605110261,T,,H.733D,SUMBER USAHA,KARAWANG TIMUR,H,YANSENG,1,GUDANG BAIK,2200139,Kingkong Wall Paint Super White 4.5Kg,16.00,"84,000.00",GLN,7.50,0.00,0.00,"100,800.00","1,243,200.00",,1,"INDOWIRA, PT"
JUAL,261.005.467,12/05/2026 0:00,2605110261,T,,H.733D,SUMBER USAHA,KARAWANG TIMUR,H,YANSENG,1,GUDANG BAIK,2102066,Meiji Zinc Chromate Primer  20 KG,5.00,"962,000.00",PL,7.50,0.00,0.00,"360,750.00","4,449,250.00",,1,"INDOWIRA, PT"
JUAL,261.005.468,12/05/2026 0:00,2605050080,T,,G.171,SAUYUNAN,BY PASS BARU KRW,G,JULIANTO,1,GUDANG BAIK,2200139,Kingkong Wall Paint Super White 4.5Kg,16.00,"84,000.00",GLN,7.50,0.00,0.00,"100,800.00","1,243,200.00",,1,"INDOWIRA, PT"
JUAL,261.005.470,12/05/2026 0:00,2605110262,T,,GE.101,PD.MW,JL.CITEKO PLERED,G,JULIANTO,1,GUDANG BAIK,2100011,AlFa Polyester Putty  3KG,18.00,"120,000.00",GLN,5.00,0.00,0.00,"108,000.00","2,052,000.00",,1,"INDOWIRA, PT"
JUAL,261.005.470,12/05/2026 0:00,2605110262,T,,GE.101,PD.MW,JL.CITEKO PLERED,G,JULIANTO,1,GUDANG BAIK,2100006,Alfa Polyester Putty  1 KG,24.00,"47,500.00",KL,5.00,0.00,0.00,"57,000.00","1,083,000.00",,1,"INDOWIRA, PT"
JUAL,261.005.471,12/05/2026 0:00,2605040053,T,,GE.103,WARNA WARNI,JL.JEND A YANI NO.130 PURWAKARTA,G,JULIANTO,1,GUDANG BAIK,2100011,AlFa Polyester Putty  3KG,60.00,"120,000.00",GLN,5.00,0.00,0.00,"360,000.00","6,840,000.00",,1,"INDOWIRA, PT"
JUAL,261.005.471,12/05/2026 0:00,2605040053,T,,GE.103,WARNA WARNI,JL.JEND A YANI NO.130 PURWAKARTA,G,JULIANTO,1,GUDANG BAIK,2300100,Daltone PU Base Coat D010 White 1Lt,6.00,"165,000.00",KL,5.00,0.00,0.00,"49,500.00","940,500.00",,1,"INDOWIRA, PT"
JUAL,261.005.471,12/05/2026 0:00,2605040053,T,,GE.103,WARNA WARNI,JL.JEND A YANI NO.130 PURWAKARTA,G,JULIANTO,1,GUDANG BAIK,2300181,Daltone PU Base Coat D021 Tinting Black 1Lt,6.00,"165,000.00",KL,5.00,0.00,0.00,"49,500.00","940,500.00",,1,"INDOWIRA, PT"
JUAL,261.005.472,12/05/2026 0:00,2603310709,T,,G.138,JAYA,RENGAS DENGKLOK,G,JULIANTO,1,GUDANG BAIK,2103693,Petalux Wall Paint 6333 5KG,4.00,"158,000.00",GLN,7.50,0.00,0.00,"47,400.00","584,600.00",,1,"INDOWIRA, PT"
JUAL,261.005.472,12/05/2026 0:00,2603310709,T,,G.138,JAYA,RENGAS DENGKLOK,G,JULIANTO,1,GUDANG BAIK,2103655,Petalux Wall Paint 612 Cream 5KG,4.00,"158,000.00",GLN,7.50,0.00,0.00,"47,400.00","584,600.00",,1,"INDOWIRA, PT"
JUAL,261.005.472,12/05/2026 0:00,2603310709,T,,G.138,JAYA,RENGAS DENGKLOK,G,JULIANTO,1,GUDANG BAIK,2103681,Petalux Wall Paint 6320 Fresh 5KG,4.00,"158,000.00",GLN,7.50,0.00,0.00,"47,400.00","584,600.00",,1,"INDOWIRA, PT"
JUAL,261.005.472,12/05/2026 0:00,2603310709,T,,G.138,JAYA,RENGAS DENGKLOK,G,JULIANTO,1,GUDANG BAIK,2103666,Petalux Wall Paint 6305 Hazel 5KG,4.00,"158,000.00",GLN,7.50,0.00,0.00,"47,400.00","584,600.00",,1,"INDOWIRA, PT"
JUAL,261.005.472,12/05/2026 0:00,2603310709,T,,G.138,JAYA,RENGAS DENGKLOK,G,JULIANTO,1,GUDANG BAIK,2103683,Petalux Wall Paint 6322 Earl g 5KG,4.00,"158,000.00",GLN,7.50,0.00,0.00,"47,400.00","584,600.00",,1,"INDOWIRA, PT"
JUAL,261.005.472,12/05/2026 0:00,2603310709,T,,G.138,JAYA,RENGAS DENGKLOK,G,JULIANTO,1,GUDANG BAIK,2103667,Petalux Wall Paint 6306 Orange 5KG,4.00,"158,000.00",GLN,7.50,0.00,0.00,"47,400.00","584,600.00",,1,"INDOWIRA, PT"
JUAL,261.005.472,12/05/2026 0:00,2603310709,T,,G.138,JAYA,RENGAS DENGKLOK,G,JULIANTO,1,GUDANG BAIK,2103669,Petalux Wall Paint 6308 Golden 5KG,4.00,"158,000.00",GLN,7.50,0.00,0.00,"47,400.00","584,600.00",,1,"INDOWIRA, PT"
